ref_no|name|pointx_class|feature_easting|feature_northing|pos_accuracy|uprn|topo_toid|topo_toid_version|usrn|usrn_mi|distance|address_detail|street_name|locality|geographic_county|postcode|admin_boundary|telephone_number|url|brand|qualifier_type|qualifier_data|provenance|supply_date
68809856|Liverpool Chinese Gospel Church|06340459|335012|389414|1|38213739|osgb1000042829786|4|23602170|3|13|11|Great George Square|Liverpool|Merseyside|L1 5DY|Liverpool District|01517095050|www.lcgchurch.org.uk||Religion|Other (Christian)|118 Information|2022-03-01
68807512|Blessed Sacrament Shrine|06340459|334671|390441|1|38041697|osgb1000034933804|4|23601271|1|23|4|Dawson Street|Liverpool|Merseyside|L1 1LE|Liverpool District|01517095528|||Religion|Roman Catholic (Christian)|118 Information|2022-03-01
68803192|Ullet Road Unitarian Church|06340459|337741|388509|1|38154053|osgb1000035086570|6|23604575|1|23.1|57|Ullet Road|Liverpool|Merseyside|L17 2AA|Liverpool District|07828883484|www.ulletroadchurch.org.uk||Religion|Unitarianism (Christian)|118 Information|2022-03-01
68805154|Childwall Hebrew Congregation|06340459|340177|388983|1|38046480|osgb1000035284398|6|23601437|1|28.6||Dunbabin Road|Liverpool|Merseyside|L15 6XJ|Liverpool District|01517222079|||Religion|Judaism|118 Information|2022-03-01
68808055|St Agnes & St Pancras C of E Church|06340459|337592|388492|1|38024247|osgb1000035086645|7|23600736|2|22.5|1|Buckingham Avenue|Liverpool|Merseyside|L17 3BA|Liverpool District|01517331742|www.stagnes.org.uk||Religion|Church of England (Christian)|118 Information|2022-03-01
75332776|Network Health & Social Care|02050078|334793|390186|1|38199968|osgb1000034933504|5|23602159|1|21.8|Hanover House 85|Hanover Street|Liverpool|Merseyside|L1 3DZ|Liverpool District|01512853828|www.networkhsc.co.uk||||118 Information|2022-03-01
75371773|Esso|10540737|336878|387996|1|38003275|osgb1000035023326|13|23604574|2|24.8|Esso 26|Ullet Road|Liverpool|Merseyside|L8 3SR|Liverpool District|01517276892|www.esso.co.uk|Esso|||118 Information|2022-03-01
75365793|Auckland College|05310376|337006|387390|1|38115659|osgb1000035085619|6|23603474|1|29.9|65-67|Parkfield Road|Aigburth, Liverpool|Merseyside|L17 4LE|Liverpool District|01517270083|www.aucklandcollege.com||||118 Information|2022-03-01
75366311|Shell|10540737|336757|387491|1||osgb1000035025896|3|23600063|2|19.1|17|Aigburth Road|Liverpool|Merseyside|L17 4JP|Liverpool District|01517278185|www.shell.co.uk|Shell (UK) Ltd|||118 Information|2022-03-01
75370274|BP Service Station|10540737|335574.1|390953.2|1|38081832|osgb1000034984260|5|23602476|1|26.6||Islington|Liverpool|Merseyside|L3 8PP|Liverpool District|01512079885|www.bp.com|BP|||118 Information|2022-03-01
68810205|Liverpool Progressive Synagogue|06340459|339174|389239|1|38079542|osgb1000035218006|5|23602424|3|33.7|28a|Church Road North|Liverpool|Merseyside|L15 6TF|Liverpool District|01517335871|||Religion|Judaism|118 Information|2022-03-01
68810291|Deeper Christian Life Ministry|06340459|336848.9|389068.1|1|38179825|osgb1000035030963|4|23605617|1|14.4||Solway Street West|Liverpool|Merseyside|L8 0TY|Liverpool District|01517094670|www.dclm-liverpool.org.uk||Religion|Not Identified (Christian)|118 Information|2022-03-01
75380908|Sk:n|05280354|334866.4|390166.9|1|38019011|osgb1000034933525|3|23600577|1|17.9|12|Bold Street|Liverpool|Merseyside|L1 4DS|Liverpool District|03330603043|www.sknclinics.co.uk|Sk:n|||118 Information|2022-03-01
75381083|Merseyside Clinic|05280365|336924|387607|1|38115627|osgb1000035023397|7|23603474|1|36.1|Clinic 32|Parkfield Road|Aigburth, Liverpool|Merseyside|L17 8UJ|Liverpool District|03457304030|www.bpas.org|British Pregnancy Advisory Service|||118 Information|2022-03-01
75403198|B H S F|02040064|334976|387957|1|38182597|osgb1000034931361|9|23605769|1|21.4|Unit 216 Century Building, Tower Street|Brunswick Business Park|Liverpool|Merseyside|L3 4BJ|Liverpool District|01512241400|www.bhsf.co.uk||||118 Information|2022-03-01
75423877|Boots|05280364|335125.4|390570.1|1|38091120|osgb1000034984369|19|23602736|1|118.5|Lime Street Station|Lime Street|Liverpool|Merseyside|L1 1JD|Liverpool District|01517087699|www.boots.com|Boots|||118 Information|2022-03-01
75424829|Mark Blankstone Opticians|05280344|334320|390298|1||osgb1000034934123|4|23602812|3|18.2|Pearl Assurance House 2a|Derby Square|Liverpool|Merseyside|L2 9XW|Liverpool District|01512365392|www.blankstoneopticians.co.uk||||118 Information|2022-03-01
75422509|Mersey Eyecare|05280344|336943|387310|1|38002449|osgb1000035024677|3|23600063|1|16.7|164|Aigburth Road|Liverpool|Merseyside|L17 7BR|Liverpool District|01517273636|www.merseyeyecare.co.uk||||118 Information|2022-03-01
75433191|Spectacle Centre|05280344|338684|389555|1|38117954|osgb1000035153260|2|23603551|1|15.2|254|Picton Road|Wavertree, Liverpool|Merseyside|L15 4LP|Liverpool District|01517344486|||||118 Information|2022-03-01
75433847|Merseyside Welfare Rights|05290358|335025.3|390088.2|1|38252541|osgb1000034984922|6|23600577|1|23.9|35-37|Bold Street|Liverpool|Merseyside|L1 4DN|Liverpool District|01517087770|||||118 Information|2022-03-01
75438638|Boots Opticians Ltd|05280344|334894|390321|1|38183864|osgb1000034933882|6|23601562|3|22.3||Clayton Square Shopping Centre|Liverpool|Merseyside|L1 1QR|Liverpool District|01517085000|www.boots.com/en/Opticians/|Boots|||118 Information|2022-03-01
75440488|Young Person's Advisory Service|06350816|335079|390337|1|38019120|osgb1000034985194|5|23600579|1|17.2|36|Bolton Street|Liverpool|Merseyside|L3 5LX|Liverpool District|01517071025|www.ypas.org.uk||||118 Information|2022-03-01
68753283|F R C Group|09480682|334814.3|387929.5|1|38292813|osgb1000034931359|4|23605771|2|29.9|Unit 14|Atlantic Way|Brunswick Business Park, Liverpool|Merseyside|L3 4BE|Liverpool District|01517020550|www.frcgroup.co.uk||||118 Information|2022-03-01
68755147|South Central Community Transport|06350769|335475|388097|1|38104067|osgb1000034981369|5|23603084|1|26.5|The Garage|294-296 Mill Street|Liverpool|Merseyside|L8 6QW|Liverpool District|01517030007|www.scctliverpool.com||||118 Information|2022-03-01
68785985|P A L Multicultural Centre|06340456|336210|389090|1|38108203|osgb1000035031549|4|23603215|1|17.5|68|Mulgrave Street|Liverpool|Merseyside|L8 2TF|Liverpool District|01517089669|www.palcentre.community||||118 Information|2022-03-01
68789417|Harthill Youth Centre|06350452|338437.9|389405.3|1|38162069|osgb1000035156086|4|23604769|1|13.8||Wellington Road|Wavertree, Liverpool|Merseyside|L15 4JN|Liverpool District|01517350451|||||118 Information|2022-03-01
68787721|Pagoda Chinese Community Centre|06340456|334912|389764|1|38075181|osgb1000034931962|5|23602286|1|19.5||Henry Street|Liverpool|Merseyside|L1 5BU|Liverpool District|01512338833|||||118 Information|2022-03-01
68791658|Marybone Youth & Community Association|06340456|334639|391095|1|38057714|osgb1000002733004471|2|23605272|1|21.3||Addison Way|Liverpool|Merseyside|L3 2EW|Liverpool District|01512363865|||||118 Information|2022-03-01
68788405|Mobile Youth Project|06350452|334749.3|390140.9|1|38071007|osgb1000034933853|7|23602159|1|13.5|Abney Building 65-67|Hanover Street|Liverpool|Merseyside|L1 3DY|Liverpool District|01512362344|||||118 Information|2022-03-01
68790495|The Black-e|06340456|335146|389597|1|38065688|osgb1000034982195|3|23601997|1|41.4||Great George Street|Liverpool|Merseyside|L1 5EW|Liverpool District|01517095109|www.theblack-e.co.uk||||118 Information|2022-03-01
68791564|Toxteth Town Hall|07410531|335927|388133|1|38213069|osgb1000034980324|4|23602316|1|25.7|Toxteth Town Hall 15|High Park Street|Liverpool|Merseyside|L8 8DX|Liverpool District|01517272648|||||118 Information|2022-03-01
68793154|St Anthony of Padua Parish Hall|06340456|338949|387628|1|38134723|osgb1000035147567|4|23604014|3|33.5|Queens Drive|Mossley Hill|Liverpool|Merseyside|L18|Liverpool District|01517245576|||||118 Information|2022-03-01
68787263|St John's Youth Centre|06350452|335662.3|388254.5|1|38145275|osgb1000034980480|4|23604303|1|32.1|2|Steble Street|Liverpool|Merseyside|L8 6QH|Liverpool District|01517092820|www.liverpool.gov.uk||||118 Information|2022-03-01
75329549|Edge Architects|02040063|334296|390431.6|1|38303566|osgb1000034934241|4|23604585|1|13.7|9|Union Court|Liverpool|Merseyside|L2 4SJ|Liverpool District|01512368681|||||118 Information|2022-03-01
68806801|Liverpool Chinese Christian Disciples Church|06350450|336415|389500|1|38221279|osgb1000002107375256|4|23606652|1|17.1|50|Chancellor Court|Liverpool|Merseyside|L8 7BD|Liverpool District|07847518207|||||118 Information|2022-03-01
68802417|St Mary's C of E Church Office|06350450|338985|389695|1|38141192|osgb1000035152982|4|23604194|2|24|1|South Drive|Wavertree, Liverpool|Merseyside|L15 8JJ|Liverpool District|01517343103|||||118 Information|2022-03-01
75345358|A E I Electrician|02030051|336323|389258|1|38157073|osgb1000035031783|3|23604643|1|14.3|27|Verulam Close|Liverpool|Merseyside|L8 1YD|Liverpool District|07888654469|www.aei-electrician.co.uk||||118 Information|2022-03-01
75340229|Parker Kelly Financial Services Ltd|02090147|334354|390551|1|10091991671|osgb1000002107309330|6|23601232|1|17.7|4th Floor the Temple|24 Dale Street|Liverpool|Merseyside|L2 5RL|Liverpool District|01512367838|www.parkerkelly.co.uk||||118 Information|2022-03-01
75332371|City Tiles|09480680|335355|388923|1|38074220|osgb1000034980164|3|23602253|1|26.3|1-2|Head Street|Liverpool|Merseyside|L8 1UY|Liverpool District|01517078788|||||118 Information|2022-03-01
75339536|B M D Law|02090154|339166|389466|1|38076278|osgb1000035218118|8|23602317|1|22.5|111|High Street|Wavertree, Liverpool|Merseyside|L15 8JS|Liverpool District|01517228004|www.bmd-law.uk||||118 Information|2022-03-01
75347322|Medicash|02090149|334320|390242|1|38199848|osgb1000034934028|8|23602812|3|37.7|1|Derby Square|Liverpool|Merseyside|L2 1AB|Liverpool District|01517020265|||||118 Information|2022-03-01
75344425|Allied Irish Bank (GB)|02090138|333970.4|390840.8|1|38251167|osgb1000002733033623|4|23603375|3|36.8|1|St. Pauls Square|Liverpool|Merseyside|L3 9SJ|Liverpool District|01512274000|www.aibgb.co.uk|Allied Irish Bank (GB)|||118 Information|2022-03-01
75320949|O' Connors Legal Services Ltd|02090154|333975|390917|1|38252620|osgb1000034887037|11|23603375|1|76.8|The Plaza 100|Old Hall Street|Liverpool|Merseyside|L3 9QJ|Liverpool District|01519061000|www.oconnors.law||||118 Information|2022-03-01
75336711|R T S Print|02080130|339178|387322|1|38129454|osgb1000035210930|6|23603864|1|19.2|7a|Rose Lane|Liverpool|Merseyside|L18 8AD|Liverpool District|01517241738|www.rtsprint.co.uk||||118 Information|2022-03-01
75340563|Crispy Cod|01020020|335528.2|390726.5|1|38332994|osgb1000034984092|4|23602791|1|20.8|142|London Road|Liverpool|Merseyside|L3 8JH|Liverpool District|01517093587|||||118 Information|2022-03-01
75359615|Pretty Pets|05260316|338650|389967|1|38124617|osgb1000035152335|4|23603714|1|16.9|114|Rathbone Road|Wavertree, Liverpool|Merseyside|L15 4HH|Liverpool District|01517331963|||||118 Information|2022-03-01
75366212|St Pauls Carpark|10540736|334011|390874|1|38249374|osgb1000002733033625|6|23603791|3|33.6|3|St Pauls Square|Liverpool|Merseyside|L3 9SJ|Liverpool District|01512273144|||||118 Information|2022-03-01
75357431|Liverpool City Council|06330416|334595|390521|1|38139591|osgb1000034932666|3|23604150|1|22.4|Venture Place|Sir Thomas Street|Liverpool|Merseyside|L1 6BW|Liverpool District|01512333000|www.liverpool.gov.uk||||118 Information|2022-03-01
75342288|Aldi|09470819|337905|389035|1|38140427|osgb1000035090868|4|23604170|1|69.1|281|Smithdown Road|Liverpool|Merseyside|L15 2HF|Liverpool District|08000420800|www.aldi.co.uk|Aldi|||118 Information|2022-03-01
75337746|HSBC|02090138|335785|390077|1|38114671|osgb1000034984651|5|23603437|1|23.5|7-9|Oxford Street|Liverpool|Merseyside|L7 7BJ|Liverpool District|03457404404|www.hsbc.co.uk/1/2/|HSBC|||118 Information|2022-03-01
75365632|Adams Vets|05260322|339258.6|388524.3|1|38297291|osgb1000035212999|3|23601001|1|15.1|19|Church Road|Wavertree, Liverpool|Merseyside|L15 9EA|Liverpool District|01517335755|www.adamsvets.co.uk||||118 Information|2022-03-01
75341843|M A C Cosmetic UK|09480677|334565.9|390419.8|1|38236720|osgb1000034932660|8|23604833|1|41.4|Unit 22 The Met Quarter 43|Whitechapel|Liverpool|Merseyside|L1 6DA|Liverpool District|03701925044|www.maccosmetics.co.uk|MAC Cosmetics|||118 Information|2022-03-01
75368355|Medivet Group Ltd|05260322|338014|386522|1|38002594|osgb1000035145914|3|23600063|1|10.6|345|Aigburth Road|Liverpool|Merseyside|L17 0BL|Liverpool District|01517287676|www.medivet.co.uk|Medivet|||118 Information|2022-03-01
75337795|Merseyside Recycling & Waste Authority|02120196|334098|390111.6|1|38287981|osgb1000002733098620|1|23602933|1|67.3|Seventh Floor 1|Mann Island|Liverpool|Merseyside|L3 1BP|Liverpool District|01512551444|www.merseysidewda.gov.uk||||118 Information|2022-03-01
75366073|Emma McEvoy|05280340|338574|385806|1|38005696|osgb1000035143949|2|23600124|1|20.1|34|Alresford Road|Liverpool|Merseyside|L19 3QZ|Liverpool District|07989445471|||||118 Information|2022-03-01
68812114|The Tab Pre School|05320397|335611.2|388547.1|1|38115495|osgb1000034979404|3|23601375|1|30.6||Dorrit Street|Liverpool|Merseyside|L8 8AN|Liverpool District|01517091907|||||118 Information|2022-03-01
75364786|National Car Parks Plc (Moorfields)|10540736|334366|390712|1|38106009|osgb1000034933320|5|23604641|2|21.6|Vernon Street||Liverpool|Merseyside|L2 2AY|Liverpool District|01512581390|www.ncp.co.uk|National Car Parks Plc|||118 Information|2022-03-01
75362470|Ultimutt|05260316|338767|388501|1|38140434|osgb1000035148881|7|23604170|1|11.3|290a|Smithdown Road|Liverpool|Merseyside|L15 5AJ|Liverpool District|01517337809|||||118 Information|2022-03-01
68810462|O B G|02120196|336811|389418|1|10091806042|osgb1000002107301724|3|23606618|1|12.1|Ayrton House|Commerce Way|Liverpool|Merseyside|L8 7BA|Liverpool District|01517073684|||||118 Information|2022-03-01
68813343|The Greenhouse Project|03170813|336946.3|388908.2|1|38283131|osgb1000002730025610|2|23602788|1|30.5||Tiber Street|Liverpool|Merseyside|L8 0TP|Liverpool District|01517268099|||||118 Information|2022-03-01
75362000|Queen Square Car Park|10540736|334746|390567|1|38195453|osgb1000034932971|6|23606385|3|41.5|4|Queen Square|Liverpool|Merseyside|L1 1RH|Liverpool District|01513300600|||||118 Information|2022-03-01
75362024|Apcoa Ltd|10540736|335286|390566|1|38094753|osgb1000002107190144|9|23602811|2|51.1|Lord Nelson Street||Liverpool|Merseyside|L3 5QB|Liverpool District|01517092553|www.apcoa.com|Apcoa Parking UK Ltd|||118 Information|2022-03-01
75326228|Love Handles|09480680|334797|389802|1|38096643|osgb1000034932033|7|23602865|2|9.2|15|Lydia Ann Street|Liverpool|Merseyside|L1 5BW|Liverpool District|01517076858|www.lovehandles.uk.com||||118 Information|2022-03-01
75343918|Dragon Business Equipment Ltd|09480725|334099.8|390741.4|1|38291413|osgb1000034933190|5|23603375|1|79.4|322a Cotton Exchange Building|Old Hall Street|Liverpool|Merseyside|L3 9LQ|Liverpool District|01512366654|||||118 Information|2022-03-01
75326057|Lush Retail Ltd|09480677|334556|390350|1|38164203|osgb1000034933703|6|23600772|3|9.4|9-11|Whitechapel|Liverpool|Merseyside|L1 6DS|Liverpool District|01512366952|www.lush.co.uk|Lush|||118 Information|2022-03-01
75381185|Crystal Clear International Ltd|09480677|335366|389880|1|38128905|osgb1000034982556|3|23603842|1|22|34|Rodney Street|Liverpool|Merseyside|L1 9AA|Liverpool District|01517097227|www.crystalclear.co.uk||||118 Information|2022-03-01
75401001|Hands on Health Chiropractic|05280345|335387|389984|1|38128876|osgb1000034982702|4|23603842|1|19.2|12|Rodney Street|Liverpool|Merseyside|L1 2TE|Liverpool District|01517078111|www.handsonchiro.com||||118 Information|2022-03-01
75424033|Jane E Riley|05280330|335341|389729|1|38128962|osgb1000034982403|3|23603842|1|19.1|68|Rodney Street|Liverpool|Merseyside|L1 9AF|Liverpool District|01517092324|||||118 Information|2022-03-01
75385627|Dental Laboratory|05280335|339677.2|390161.2|1|38318789|osgb1000035220013|2|23603326|1|18.7|4|The Parade|Wavertree, Liverpool|Merseyside|L15 7JU|Liverpool District|01513450116|||||118 Information|2022-03-01
75435407|Specsavers Hearcare|07370478|334529|390268|1|38094799|osgb1000034933576|3|23602812|1|24.3|76-78|Lord Street|Liverpool|Merseyside|L2 1TD|Liverpool District|01517099180|www.specsavers.co.uk/hearing|Specsavers|||118 Information|2022-03-01
75440722|National Careers Service|02050075|334106|390538|1|38199671|osgb1000034933107|5|23600915|3|40.3|7th Floor Walker House|Exchange Flags|Liverpool|Merseyside|L2 3YL|Liverpool District|08448932911|||||118 Information|2022-03-01
75440095|Moving Forward Osteopathy|05280345|334036|390675|1|38200141|osgb1000034933129|3|23603375|1|11.9|City Buildings|21-23 Old Hall Street|Liverpool|Merseyside|L3 9BS|Liverpool District|01512369722|||||118 Information|2022-03-01
75427322|Talk to Frank|05290358|334849|389895|1|38046216|osgb1000034932038|7|23601428|1|20.9|85-89|Duke Street|Liverpool|Merseyside|L1 5AP|Liverpool District|03001236600|www.talktofrank.com||||118 Information|2022-03-01
75428956|Johnny Goggles Eyewear Boutique|05280344|334379|390322|1|38111092|osgb1000034934137|3|23603316|1|16.2|32|North John Street|Liverpool|Merseyside|L2 9QJ|Liverpool District|01512273232|||||118 Information|2022-03-01
75412221|Medical Consulting Room|05280365|335375|389932|1|38252646|osgb1000034982711|2|23603842|1|21.8|28|Rodney Street|Liverpool|Merseyside|L1 2TQ|Liverpool District|01517098160|||||118 Information|2022-03-01
75412679|Action on Addiction|05290358|335409|389925|1|38128886|osgb1000034982737|6|23603842|1|12.9|17|Rodney Street|Liverpool|Merseyside|L1 9EF|Liverpool District|01517030679|www.actiononaddiction.org.uk||||118 Information|2022-03-01
75411635|Smithdown Eyecare Ltd|05280344|338143|388644|1|38140352|osgb1000035150190|6|23604170|1|17.6|188|Smithdown Road|Liverpool|Merseyside|L15 3JT|Liverpool District|01512807777|||||118 Information|2022-03-01
75488627|Redholme Memory Care Ltd|05280373|338537|387278|1|38027540|osgb1000035148039|5|23600845|1|36.5|11|Carnatic Road|Liverpool|Merseyside|L18 8BY|Liverpool District|01517242016|||||118 Information|2022-03-01
75505871|Rodney House|05280373|335620|389474|1|38026772|osgb1000034983302|2|23600823|1|31.9|4-6|Canning Street|Liverpool|Merseyside|L8 7NP|Liverpool District|01517093883|||||118 Information|2022-03-01
75482442|Redford Court|05280373|336585.2|389393.8|1|38195028|osgb1000035031456|6|23606401|2|21.3|7|Birt Close|Liverpool|Merseyside|L8 7SZ|Liverpool District|01512808181|www.thedtgroup.org|The Disabilities Trust|||118 Information|2022-03-01
75478287|Prince Alfred Care Home|05280373|338949|389406|1|38129686|osgb1000035154842|4|23603870|1|39.9|Rose Villas|Prince Alfred Road|Liverpool|Merseyside|L15 8HH|Liverpool District|01517342587||Sanctuary Care Ltd|||118 Information|2022-03-01
75475794|Redcourt Care Home|05280373|338243|387293|1|38027535|osgb1000035148701|5|23600845|1|20|Redcourt Care Home 2|Carnatic Road|Liverpool|Merseyside|L18 8BZ|Liverpool District|01517241733|www.argylecaregroup.com||||118 Information|2022-03-01
75498461|Mr P K Rostron Surgery|05280354|335399|389874|1|38128891|osgb1000034982571|3|23603842|1|11.5|25|Rodney Street|Liverpool|Merseyside|L1 9EH|Liverpool District|01517092393|||||118 Information|2022-03-01
75496847|Tony Cawley Psychotherapists & Counsellor|05280372|336478|387715|1|38161757|osgb1000035024104|2|23604760|1|13|44|Wellesley Road|Liverpool|Merseyside|L8 3SU|Liverpool District|01517271485|www.tonycawley.co.uk||||118 Information|2022-03-01
75499030|The Turner Home|05280373|336438.6|387502.2|1|38044003|osgb1000000242445902|13|23601345|1|48||Dingle Lane|Liverpool|Merseyside|L8 9RN|Liverpool District|01517274177|||||118 Information|2022-03-01
75443981|Vision Express|05280344|334844.2|390280.6|1|38291366|osgb1000034933917|7|23603473|3|26|Unit 3-4|Clayton Square Shopping Centre|Liverpool|Merseyside|L1 1QR|Liverpool District|01517070987|www.visionexpress.com|Vision Express|||118 Information|2022-03-01
78298758|G A P Personnel|02050078|334100|390817|1|38213455|osgb1000002107464748|5|23600543|1|11.6|32|Bixteth Street|Liverpool|Merseyside|L3 9UH|Liverpool District|01512369231|www.gap-personnel.com|Gap Personnel|||118 Information|2022-03-01
76246895|Silverberg Opticians|05280344|334618|390401|1|38164215|osgb1000034933733|3|23604833|1|12.6|40|Whitechapel|Liverpool|Merseyside|L1 6DZ|Liverpool District|01517092012|||||118 Information|2022-03-01
76249166|Livingston Drive Family Health Centre|05280365|337036|387347|1|38252601|osgb1000035085794|5|23602780|1|30.4|Family Health Centre|Livingston Drive|Liverpool|Merseyside|L17 8SJ|Liverpool District|01517275349|||||118 Information|2022-03-01
78316424|Liverpool Institute of Performing Arts|05310381|335451|389644|1|38107665|osgb1000034982845|7|23603201|1|37.3||Mount Street|Liverpool|Merseyside|L1 9HF|Liverpool District|01513303000|www.lipa.ac.uk||||118 Information|2022-03-01
78354016|Drugs Help & Advice|05290358|335532|389153|1|10091882639|osgb1000034983017|3|23604605|1|23.7|Windsor House 40|Upper Parliament Street|Liverpool|Merseyside|L8 7LF|Liverpool District|01512345800|www.merseycare.nhs.uk||||118 Information|2022-03-01
75474449|Sysco Business Skills Academy|05320403|334617|390821|1|38153291|osgb1000034932828|2|23604547|1|26.2|Threlfall Building|Trueman Street|Liverpool|Merseyside|L3 2BA|Liverpool District|01512361748|www.sysco.uk.com||||118 Information|2022-03-01
75474451|T P M|05320403|334704|389134|1||osgb1000034932458|7|23603300|2|32.9|G8 Shipwrights House Queens Dock Business Centre|Norfolk Street|Liverpool|Merseyside|L1 0BG|Liverpool District|01517096000|www.tpmnow.co.uk||||118 Information|2022-03-01
75473186|Eastfield Day Nursery|05320397|337408|387043|1|38002386|osgb1000035085996|4|23600063|1|18.5|105|Aigburth Road|Liverpool|Merseyside|L17 4JU|Liverpool District|01517274223|||||118 Information|2022-03-01
75474228|Eduk8 Partnership Ltd|05320403|335863.1|388080.2|1|38292520|osgb1000034980358|3|23603469|1|23.5|191-199|Park Road|Toxteth, Liverpool|Merseyside|L8 6SE|Liverpool District|01517274884|www.eduk8partnership.co.uk||||118 Information|2022-03-01
75472203|Euromatech|05320403|335483|390120|1|38107620|osgb1000034985135|4|23603200|1|18.5|109|Mount Pleasant|Liverpool|Merseyside|L3 5TF|Liverpool District|01517097100|www.euromatech.com||||118 Information|2022-03-01
75506262|Dolphin Dance Studio|05320384|335596.8|390898.1|1|38291641|osgb1000034984133|6|23601321|1|15|42|Devon Street|Liverpool|Merseyside|L3 8HA|Liverpool District|01512074896|||||118 Information|2022-03-01
75504140|Babyballet Song & Dance Academy|05320384|340147|389689|1|38101604|osgb1000035282942|3|23603023|1|15.2|23|Meadway|Wavertree, Liverpool|Merseyside|L15 7LY|Liverpool District|08008403122|www.babyballet.co.uk|Baby Ballet|||118 Information|2022-03-01
75462224|Busy Nought to Fives Lyndene|05320397|339053|387442|1|38220596|osgb5000005200139381|1|23601577|1|32.3|14|Elmsley Road|Liverpool|Merseyside|L18 8BB|Liverpool District|01517245694|www.busy05.co.uk||||118 Information|2022-03-01
75449966|Liverpool School of English|05320394|335272.4|390128.9|1|38298357|osgb1000034985083|5|23603200|1|20.5|50-54|Mount Pleasant|Liverpool|Merseyside|L3 5SD|Liverpool District|01517060730|www.lse.uk.net||||118 Information|2022-03-01
75450249|Little Grasshoppers|05320397|339124|387327|1|38115185|osgb1000035210868|4|23603459|1|23.2|64|Palmerston Road|Mossley Hill, Liverpool|Merseyside|L18 8AJ|Liverpool District|01517241514|||||118 Information|2022-03-01
75449619|Superdrug Pharmacy|09480677|339108.3|388549.6|1|38201809|osgb1000035213556|5|23601001|1|162.8|Unit 8 Penny Lane Neighbourhood Centre|Church Road|Wavertree, Liverpool|Merseyside|L15 9EB|Liverpool District|01517351215|www.superdrug.com|Superdrug|||118 Information|2022-03-01
75451210|Cycling Solutions Cic|05320400|334905|388077|1|38182675|osgb1000034931734|4|23605773|1|25.3|101|Summers Road|Brunswick Business Park, Liverpool|Merseyside|L3 4BL|Liverpool District|01512349484|||||118 Information|2022-03-01
75461523|Bujinkan Dojo International|05320395|336889|389662|1|38189654|osgb1000035030001|3|23606143|1|19.3|75|Chatsworth Drive|Liverpool|Merseyside|L7 6LF|Liverpool District|01517091013|||||118 Information|2022-03-01
75462061|D C L M Community Project|05320397|336652|389041|1|38140835|osgb1000035030991|3|23604183|1|11.5|1|Solway Street West|Liverpool|Merseyside|L8 0TY|Liverpool District|01517096245|||||118 Information|2022-03-01
75460901|Greater Merseyside Learning Providers' Federation|05320403|336811.6|389478.9|1|38288871|osgb1000002107301696|2|23604605|3|20.3|Saunders House|Commerce Way|Liverpool|Merseyside|L8 7BA|Liverpool District|01517078775|||||118 Information|2022-03-01
75476565|Performer's Theatre School|05320389|335569|389986|1|38078921|osgb1000034982039|9|23602392|1|51.9|22|Hope Street|Liverpool|Merseyside|L1 9BY|Liverpool District|01517084000|www.performerstheatre.co.uk||||118 Information|2022-03-01
75469538|Monkton Nursery School Ltd|05320397|339053|387424|1|38052163|osgb1000035210830|3|23601577|1|34.9|16|Elmsley Road|Liverpool|Merseyside|L18 8BB|Liverpool District|01517244500|www.monktonnursery.co.uk||||118 Information|2022-03-01
75468638|Options for Supported Living|06330429|333994.8|390502.2|1|38201924|osgb1000034886943|12|23603374|1|8.7|St. Nicholas House|Old Churchyard|Liverpool|Merseyside|L2 8TX|Liverpool District|01512360855|www.options-empowers.org||||118 Information|2022-03-01
75470112|F L T Training Liverpool Ltd|05320403|334922|389212|1|38083006|osgb1000034932509|3|23602509|1|19.9|20|Jordan Street|Liverpool|Merseyside|L1 0BP|Liverpool District|01517092224|www.flttrainingliverpool.co.uk||||118 Information|2022-03-01
75495661|M D I|05320384|335591.4|389943.8|1|10091805012|osgb1000034982042|4|23602996|1|12.1|24|Hope Street|Liverpool|Merseyside|L1 9BX|Liverpool District|01517088810|www.mdi.org.uk||||118 Information|2022-03-01
75454868|Somali Womens Group|06340456|336975|388747|1|38252603|osgb1000035026608|2|23602788|1|16.5|171|Lodge Lane|Liverpool|Merseyside|L8 0QQ|Liverpool District|01517341908|||||118 Information|2022-03-01
75457105|Food & Leisure Forum|05320403|338870|386334|1|38012466|osgb1000035146650|2|23600366|1|46.2|I M Marsh Campus|Barkhill Road|Liverpool|Merseyside|L17 6BD|Liverpool District|01512315327|||||118 Information|2022-03-01
75456754|Andrew Collinge|02100156|335194|389945|1|38019097|osgb1000034982648|3|23600577|1|22.7|99|Bold Street|Liverpool|Merseyside|L1 4HF|Liverpool District|01517094848|www.andrewcollinge.com|Andrew Collinge|||118 Information|2022-03-01
75456764|Riverside Learning & Education Centre|05270325|335435.4|388781.2|1|38080441|osgb1000034979783|4|23602439|1|46.6||Hyslop Street|Liverpool|Merseyside|L8 5UA|Liverpool District|01517093637|||||118 Information|2022-03-01
75485647|72 Rodney Street Medical Consulting Rooms|02110192|335337|389717|1|38219237|osgb1000034982406|5|23603842|1|20.9|Rodney Street||Liverpool|Merseyside|L1 9AF|Liverpool District|01517070086|www.72rodneystreet.co.uk||||118 Information|2022-03-01
75457157|The Initiative Factory|02090147|335618|389925|1|38078927|osgb1000034982047|4|23602392|1|14.2|29|Hope Street|Liverpool|Merseyside|L1 9BQ|Liverpool District|01517092148|||||118 Information|2022-03-01
